isbn13,title,authors,publication_date
9780743272070,The Secret Life of Houdini: The Making of America's First Superhero,William Kalush/Larry Sloman,10/31/2006
9780330347761,The Golden Key,Melanie Rawn/Kate Elliott/Jennifer Roberson,9/19/1997
9780439426282,The Case Of The Golden Key (Jigsaw Jones Mystery #19),James Preller/Jamie  Smith,9/1/2002
9781556612008,Mandie and the Jumping Juniper (Mandie  #18),Lois Gladys Leppard,2/2/2008
9780394891057,Wise Child,Monica Furlong,2/24/2004
9780802043290,The Boys of the Archangel Raphael: A Youth Confraternity in Florence  1411-1785,Konrad Eisenbichler,5/30/1998
9780415267472,King Solomon's Ring,Konrad Lorenz/Marjorie Kerr Wilson,8/11/2002
9781841542768,The Konrad Saga (Konrad  #1-3),David S. Garnett/David Ferring,4/26/2005
9780756403911,Aerie (Dragon Jousters  #4),Mercedes Lackey,10/3/2006
9780756403416,Sanctuary (Dragon Jousters  #3),Mercedes Lackey,5/2/2006
9780373802661,Fortune's Fool (Five Hundred Kingdoms  #3),Mercedes Lackey,2/27/2007
9780373802456,The Fairy Godmother (Five Hundred Kingdoms  #1),Mercedes Lackey,10/25/2004
9780756403638,The Wizard of London (Elemental Masters  #4),Mercedes Lackey,10/3/2006
9781416521075,By Slanderous Tongues (Doubled Edge  #3),Mercedes Lackey/Roberta Gellis,2/6/2007
9780886773786,Arrows of the Queen (Heralds of Valdemar  #1),Mercedes Lackey,3/3/1987
9780756402723,Phoenix and Ashes (Elemental Masters  #3),Mercedes Lackey,10/4/2005
9780756403256,Crossroads and Other Tales of Valdemar (Tales of Valdemar #3),Mercedes Lackey/Rosemary Edghill/Sarah A. Hoyt/Tanya Huff/Fiona Patton/Janni Lee Simner/Mickey Zucker Reichert/Judith Tarr/Larry Dixon/Michael Z. Williamson/Nancy Asire/Richard Lee Byers/Brenda Cooper/Stephanie D. Shaver/Kate Paulk/Michael Longcor/Ben Ohlander,12/6/2005
9780886776619,Storm Warning (Valdemar: Mage Storms #1),Mercedes Lackey,9/1/1995
9780743499095,This Rough Magic (Heirs of Alexandria  #2),Mercedes Lackey/Eric Flint/Dave Freer,6/1/2005
9780756401535,Joust (Dragon Jousters  #1),Mercedes Lackey,3/2/2004
9780886776121,Winds of Fury (Valdemar: Mage Winds #3),Mercedes Lackey,8/1/1994
9780886775162,Winds of Fate (Valdemar: Mage Winds #1),Mercedes Lackey,7/7/1992
9780756402570,Alta (Dragon Jousters  #2),Mercedes Lackey,3/1/2005
9780756400613,The Serpent's Shadow (Elemental Masters  #1),Mercedes Lackey,3/5/2002
9780886777128,Storm Rising (Valdemar: Mage Storms  #2),Mercedes Lackey,10/1/1996
9780756402211,Exile's Valor (Heralds of Valdemar  #7),Mercedes Lackey,10/5/2004
9780886777203,Sword of Ice and Other Tales of Valdemar (Tales of Valdemar #1),Mercedes Lackey/Tanya Huff/Mickey Zucker Reichert/Michelle Sagara West/Gary A. Braunbeck/John Helfers/Elisabeth Waters/Lawrence Schimel/Mark Shepherd/Janni Lee Simner/Richard Lee Byers/Josepha Sherman/Larry Dixon/John Yezeguielian/Mel White/Stephanie D. Shaver/Kristin Schwengel/Ben Ohlander/Philip M. Austin,1/1/1997
9780451457592,The River's Gift,Mercedes Lackey,10/2/1999
9780765313195,Jinx High (Diana Tregarde  #3),Mercedes Lackey,9/5/2000
9780886779160,Owlknight (Owl Mage Trilogy  #3),Mercedes Lackey/Larry Dixon,11/1/2000
9781416521105,Bedlam's Edge (Bedlam's Bard  #8),Mercedes Lackey/Rosemary Edghill,1/30/2007
9780886778040,Owlflight (Owl Mage Trilogy  #1),Mercedes Lackey/Larry Dixon,10/1/1998
9780765313188,Children of the Night (Diana Tregarde  #2),Mercedes Lackey,8/1/2005
9780373802395,Winter Moon (Walker Papers  #1.5),Mercedes Lackey/Tanith Lee/C.E. Murphy,10/25/2005
9780886774004,Arrow's Fall (Heralds of Valdemar  #3),Mercedes Lackey,1/5/1988
9780140277821,Difficult Conversations: How to Discuss What Matters Most,Bruce Patton/Douglas Stone/Sheila Heen,5/25/2000
9780520241824,The Scarlet Gang of Asakusa,Yasunari Kawabata/Alisa Freedman,4/18/2005
9780679761051,Beauty and Sadness,Yasunari Kawabata/Howard Hibbett,1/30/1996
9781887178945,The Dancing Girl of Izu and Other Stories,Yasunari Kawabata/J. Martin Holman,8/29/1998
9780374530495,Palm-of-the-Hand Stories,Yasunari Kawabata/Lane Dunlop/J. Martin Holman,11/14/2006
9784770029751,House of the Sleeping Beauties and Other Stories,Yasunari Kawabata/Edward G. Seidensticker/Yukio Mishima,2/6/2004
9781582431055,First Snow on Fuji,Yasunari Kawabata/Michael Emmerich,10/12/1999
9780847819270,Romanee Conti: The World's Most Fabled Wine,Richard Olney,9/15/1995
9780140442823,As I Crossed a Bridge of Dreams: Recollections of a Woman in Eleventh-Century Japan,Lady Sarashina/Ivan Morris,1/30/1975
9781596921535,The Time Traveler's Wife,Audrey Niffenegger,10/1/2005
9780373767557,The Part-Time Wife (The Secret Lives of Society Wives  #6),Maureen Child,10/1/2006
9780373240272,Part-Time Wife (Hometown Heartbreakers  #4),Susan   Mallery,3/25/1996
9780747573647,The Little Friend,Donna Tartt,6/1/2007
9780747562115,The Little Friend,Donna Tartt,10/28/2002
9780590876124,The Littles and Their Amazing New Friend,John Lawrence Peterson,3/1/1999
9780064420808,Little House Friends (Little House Chapter Books: Laura  #9),Laura Ingalls Wilder/Renée Graef,9/5/1998
9780698115675,The Legend of the Poinsettia,Tomie dePaola,10/6/1997
9781857988093,I Am Legend,Richard Matheson,1/21/1999
9780345481290,Throne of Jade (Temeraire  #2),Naomi Novik,4/25/2006
9780312968304,Thrones  Dominations,Dorothy L. Sayers/Jill Paton Walsh,3/15/1999
9781845400651,A Throne in Brussels: Britain  the Saxe-Coburgs and the Belgianisation of Europe,Paul Belien,2/1/2006
9783551768612,Utena: Revolutionary Girl 01,Chiho Saito,2/1/2003
9780143039655,Malgudi Days,R.K. Narayan/Jhumpa Lahiri,11/2/2006
9780374525866,The Magic Barrel,Bernard Malamud/Jhumpa Lahiri,7/7/2003
9788535905328,O Xará,Jhumpa Lahiri,8/30/2004
9781413901474,Prétear  Vol. 4 (Prétear  #4),Junichi Satō/Kaori Naruse,1/18/2005
702727014581,Prétear  Vol. 3 (Prétear  #3),Junichi Satō/Kaori Naruse,10/12/2004
9781413901450,Prétear  Vol. 2 (Prétear  #2),Junichi Satō/Kaori Naruse,8/24/2004
9781931382694,Zinn & the Art of Road Bike Maintenance,Lennard Zinn/Todd Telander,10/25/2005
9780872864757,A Power Governments Cannot Suppress,Howard Zinn,12/1/2006
9781401307783,Wherever You Go  There You Are: Mindfulness Meditation in Everyday Life,Jon Kabat-Zinn,1/5/2005
9781591794646,Mindfulness for Beginners,Jon Kabat-Zinn,7/1/2006
9780143036838,Grammar Snobs Are Great Big Meanies: A Guide to Language for Fun and Spite,June Casagrande,3/28/2006
9780553409680,Death of a Snob (Hamish Macbeth  #6),M.C. Beaton,6/1/2000
9781421503547,Beauty is the Beast  Vol. 4,Tomo Matsumoto/Tomo Kimura,8/1/2006
9780763631604,Beauty and the Beast,Max Eilenberg/Angela Barrett,11/14/2006
9780736421973,Disney's Beauty and the Beast (A Little Golden Book),Teddy Slater/Ron Dias/Ric González,5/11/2004
9782742735402,Mao II,Don DeLillo/Marianne Véron,10/27/2001
9780140274981,White Noise: Text and Criticism,Don DeLillo/Mark Osteen,12/1/1998
9780061129735,The Art of Loving,Erich Fromm/Peter D. Kramer/Rainer Funk,8/6/2019
9781569709085,The Art of Loving,Eiki Eiki/Sashiko Sato/Bambi Eloriaga,4/5/2006
9780262632034,Inattentional Blindness,Arien Mack/Irvin Rock,7/24/2000
9780679735472,Touching the Rock: An Experience of Blindness,John M. Hull/Oliver Sacks,6/2/1992
9780816611355,Blindness and Insight: Essays in the Rhetoric of Contemporary Criticism,Paul De Man/Wlad Godzich,10/3/1983
9780316159722,Yiddish with Dick and Jane,Ellis Weiner/Barbara Davilman/Gabi Payn,9/13/2004
9780448433400,A Treasury of Dick and Jane and Friends (Dick and Jane),Pearson Scott Foresman/William S. Gray,9/15/2003
9781600100369,The Complete Dick Tracy Volume 1: 1931-1933,Chester Gould/Ashley Wood/Max Allan Collins,1/3/2012
9780752864303,Do Androids Dream Of Electric Sheep?,Philip K. Dick,3/24/2005
9781598530094,Four Novels of the 1960s: The Man in the High Castle / The Three Stigmata of Palmer Eldritch / Do Androids Dream of Electric Sheep? / Ubik,Philip K. Dick/Jonathan Lethem,5/10/2007
9780806518565,The Philip K. Dick Reader,Philip K. Dick,4/1/2001
9780679747871,The Shifting Realities of Philip K. Dick,Philip K. Dick/Lawrence Sutin,1/30/1996
9780806512266,The Collected Stories of Philip K. Dick 3: Second Variety,Philip K. Dick/John Brunner,4/1/2002
9780806521688,The Minority Report (Collected Stories of Philip K. Dick),Philip K. Dick,1/1/2000
9780440151883,A Man's Protection,Jayne Castle/Jayne Ann Krentz,12/31/1982
9788478889730,Jonathan Strange y el señor Norrell,Susanna Clarke/Ana María de la Fuente,9/1/2005
9780140288483,Hunger,Lan Samantha Chang,1/1/2000
9780618710508,The Diezmo,Rick Bass,6/15/2006
9780618127368,Colter: The True Story of the Best Dog I Ever Had,Rick Bass,6/1/2001
9780618380442,The Hermit's Story,Rick Bass,9/18/2003
9780891906797,The Great Gatsby,F. Scott Fitzgerald,9/1/1925
9781843540700,Gould's Book of Fish: A Novel in Twelve Fish,Richard Flanagan,3/15/2003
9780060750763,One Hundred Years of Solitude,Gabriel García Márquez/Gregory Rabassa,2/20/2004
9780143035749,The Liars' Club,Mary Karr,5/31/2005
9780312984854,The Pretender (Liar's Club  #1),Celeste Bradley,6/16/2003
9780312984861,The Impostor (Liar's Club  #2),Celeste Bradley,10/19/2003
9780060504083,Small Wonder,Barbara Kingsolver,4/15/2003
9780060959036,Prodigal Summer,Barbara Kingsolver,10/16/2001
9780385497442,English Passengers,Matthew Kneale,1/16/2001
9780140285215,English Passengers,Matthew Kneale,4/26/2001
9781860467769,Independent People,Halldór Laxness/James Anderson Thompson,9/28/2001
9780375727573,World Light,Halldór Laxness/Magnus Magnusson,10/8/2002
9781400034413,Under the Glacier,Halldór Laxness/Magnus Magnusson,3/8/2005
9780375727580,Paradise Reclaimed,Halldór Laxness/Magnus Magnusson/Jane Smiley,4/2/2002
9781400034253,Iceland's Bell,Halldór Laxness/Philip Roughton/Adam Haslett,10/14/2003
9780099455158,The Atom Station,Halldór Laxness/Magnus Magnusson,3/4/2004
9780099422327,Island: Collected Stories,Alistair MacLeod,9/5/2002
9780307264862,Carried Away: A Personal Selection of Stories,Alice Munro/Margaret Atwood,9/26/2006
9780679766742,Selected Stories,Alice Munro,11/11/1997
9781400042814,Runaway,Alice Munro,10/28/2004
9780375707483,Something I've Been Meaning to Tell You: 13 Stories,Alice Munro,10/12/2004
9780679732716,The Beggar Maid: Stories of Flo and Rose,Alice Munro/Susanna Basso,5/7/1991
9780375707490,Lives of Girls and Women,Alice Munro,2/13/2001
9780679755623,Open Secrets,Alice Munro,11/7/1995
9784770028969,Coin Locker Babies,Ryū Murakami/Stephen Snyder,8/9/2002
9780747553861,Pastoralia,George Saunders,9/8/2001
9780385721059,Good Faith,Jane Smiley,5/11/2004
9781400095469,The Greenlanders,Jane Smiley,9/13/2005
9780140276343,The Autograph Man,Zadie Smith,5/22/2003
9788478888467,El cazador de autógrafos,Zadie Smith,12/30/2003
9780809596812,Anna Karenina,Leo Tolstoy/Constance Garnett,1/1/2004
9780743244589,Chronicles: Volume One,Bob Dylan,9/13/2005
9781932958096,The Essential Interviews,Bob Dylan/Jonathan Cott,5/17/2006
9780826469335,The Bob Dylan Encyclopedia,Michael Gray,9/21/2006
9781400079421,Going Native,Stephen Wright,4/12/2005
9780340837955,Stranger In A Strange Land,Robert A. Heinlein,3/14/2005
9780385311779,Rain of Gold,Victor Villaseñor,9/1/1992
9780140042320,The Pearl/The Red Pony,John Steinbeck,9/30/1976
9780140714555,A Midsummer Night's Dream,William Shakespeare/Stephen Orgel/A.R. Braunmuller/Russ McDonald,8/1/2000
9780440910817,A Ring of Endless Light (Austin Family  #4),Madeleine L'Engle,9/1/1995
9780446675369,Bless Me  Ultima,Rudolfo Anaya,4/1/1999
9780307243164,Island of the Blue Dolphins,Scott O'Dell/Tantoo Cardinal,5/10/2005
9780439463690,A Reading Guide to Island of the Blue Dolphins,Patricia McHugh,7/1/2003
9781400077809,Einstein's Dreams,Alan Lightman,11/9/2004
9780786851157,Sweet Dreams  Mimi (Baby Einstein),Julie Aigner-Clark/Nadeem Zaidi,4/1/2004
9781416509875,A Hunger Like No Other (Immortals After Dark  #1),Kresley Cole,4/1/2006
9780743466509,The Price of Pleasure (Sutherland Brothers  #2),Kresley Cole,7/1/2004
9781416503590,If You Dare (MacCarrick Brothers  #1),Kresley Cole,5/1/2005
9780787981297,Organic Church: Growing Faith Where Life Happens,Neil Cole/Leonard Sweet,9/8/2005
9780873387804,Chekhov's Doctors: A Collection of Chekhov's Medical Tales (Literature & Medicine 5),Anton Chekhov/Jack Coulehan/Robert Coles,9/28/2003
9780439598446,The Story of Ruby Bridges,Robert Coles/George Ford,6/1/2004
9780306804830,The Complete Lyrics of Cole Porter,Cole Porter/Robert Kimball/John Updike,8/21/1992
9780812034264,Barron's Book Notes: Lord of the Flies,Michael Spring/William Golding,10/1/1984
9781405835640,The spire  William Golding : notes,Steve Eddy,10/1/2006
9780156443791,The Inheritors,William Golding,9/25/1963
9780571192526,The Pyramid,William Golding,7/22/1997
9780743227193,President Nixon: Alone in the White House,Richard Reeves,10/10/2002
9780375704055,Awakenings,Oliver Sacks,10/5/1999
9780446616423,Kitty Goes to Washington (Kitty Norville  #2),Carrie Vaughn,7/1/2006
9780446616416,Kitty and the Midnight Hour (Kitty Norville #1),Carrie Vaughn,11/1/2005
9780312082734,Not Since Carrie: Forty Years of Broadway Musical Flops,Ken Mandelbaum,8/15/1992
9780446618748,Kitty Takes a Holiday (Kitty Norville  #3),Carrie Vaughn,4/1/2007
9780679601227,The Best Short Stories of O. Henry,O. Henry/Bennett Cerf/Van H. Cartmell,1/16/2000
9780060542382,Amelia Bedelia 50th Anniversary Library: Amelia Bedelia  Amelia Bedelia and the Surprise Shower  and Play Ball  Amelia Bedelia,Peggy Parish/Various,12/26/2012
9780060099459,Merry Christmas  Amelia Bedelia,Peggy Parish/Lynn Sweat,10/1/2002
9780060511067,Amelia Bedelia Goes Camping,Peggy Parish/Lynn Sweat,4/15/2003
9780606300940,Amelia Bedelia and the Baby (Amelia Bedelia),Peggy Parish/Lynn Sweat,3/1/2004
9780060511142,Teach Us  Amelia Bedelia,Peggy Parish/Lynn Sweat,6/29/2004
9780060511111,Amelia Bedelia Helps Out,Peggy Parish/Lynn Sweat,1/18/2005
9780240806082,Directing the Documentary,Michael Rabiger,3/30/2004
9780253214690,Introduction to Documentary,Bill Nichols,11/12/2001
9781592000678,$30 Film School: How to Write  Direct  Produce  Shoot  Edit  Distribute  Tour With  and Sell Your Own No-Budget Digital Movie,Michael W. Dean,5/13/2003
9780375727382,Salonica  City of Ghosts: Christians  Muslims and Jews  1430-1950,Mark Mazower,5/9/2006
9781589880023,Farewell to Salonica: City at the Crossroads,Leon Sciaky/Peter Sciaky,6/1/2003
9780974935997,The Mind Parasites,Colin Wilson,10/1/2005
9780060557812,Neverwhere (London Below  #1),Neil Gaiman,9/2/2003
9781401210076,Neil Gaiman's Neverwhere,Mike Carey/Glenn Fabry/Neil Gaiman,2/14/2007
9782290303344,Neverwhere,Neil Gaiman,5/17/2001
9780316955133,Marjorie Morningstar,Herman Wouk,6/15/1992
9788432216886,El Perfume: Historia De Un Asesino,Patrick Süskind,2/19/2018
9781873982983,The Perfume of the Lady in Black,Gaston Leroux/Margaret Jull Costa/Terry Hale,2/25/2015
9781790877799,The Perfume Factory,Alex Austin,12/12/2018
9780060763725,Psyche in a Dress,Francesca Lia Block,9/1/2006
9780064407441,Echo,Francesca Lia Block,8/6/2001
9780142400371,Ecstasia,Francesca Lia Block,1/19/2004
9780486455594,Eight Cousins (Eight Cousins  #1),Louisa May Alcott,2/27/2007
9780553351392,Peace Is Every Step: The Path of Mindfulness in Everyday Life,Thich Nhat Hanh/Arnold Kotler/Dalai Lama XIV,3/1/1992
9780385484367,Night Beat: A Shadow History of Rock & Roll,Mikal Gilmore,2/1/1999
9781560064985,The History of Rock and Roll (World History),Adam Woog,3/28/1999
9780802142641,Please Kill Me: The Uncensored Oral History of Punk,Legs McNeil/Gillian McCain,4/13/2006
9781901447705,The Day the Country Died: A History of Anarcho-Punk  1980-1984,Ian Glasper,3/1/2007
9780811855266,Edie: Girl on Fire,David Weisman/Melissa Painter,11/2/2006
9780802134103,Edie,Jean Stein/George Plimpton,10/14/1994
9780940450202,The Leatherstocking Tales  Vol. 1: The Pioneers / The Last of the Mohicans / The Prairie,James Fenimore Cooper/Blake Nevius,7/1/1985
9783125738089,The Catcher in the Rye: Annotations and Study Aids,J.D. Salinger/Rudolph F. Rau,12/1/1999
9783462032185,Der Fänger im Roggen,J.D. Salinger/Eike Schönfeld,2/20/2003
9781559210348,A House Divided (House of Earth  #3),Pearl S. Buck,1/1/2006
9781559210393,Sons (House of Earth  #2),Pearl S. Buck,1/1/2005
9781559210867,East Wind: West Wind,Pearl S. Buck,4/5/1995
9780553480801,Encyclopedia Brown Solves Them All (Encyclopedia Brown  #5),Donald J. Sobol/Leonard W. Shortall,12/1/1992
9780553485219,Encyclopedia Brown and the Case of the Slippery Salamander (Encyclopedia Brown  #22),Donald J. Sobol/Warren Chang,8/8/2003
9780553156508,Encyclopedia Brown and the Case of the Treasure Hunt (Encyclopedia Brown  #17),Donald J. Sobol/Gail Owens,1/1/1989
9780553485172,Encyclopedia Brown and the Case of the Sleeping Dog (Encyclopedia Brown  #21),Donald J. Sobol/Warren Chang,9/7/1999
9781569473962,When Red Is Black (Inspector Chen Cao #3),Qiu Xiaolong,8/1/2005
9780812972078,The Red and the Black,Stendhal/Burton Raffel/Diane Johnson,5/11/2004
9780393098211,Red and Black,Stendhal/Robert M. Adams,3/1/1969
9780874918854,Black on Red: My 44 Years Inside the Soviet Union: An Autobiography,Robert Robinson/Jonathan Slevin,12/31/1988
9782940373154,Thinking Visually (Basics Illustration  #1),Mark Wigan,12/20/2006
9780140443073,Love,Stendhal/Gilbert Sale/Suzanne Sale/B.C.J.G. Knight/Jean Stewart,8/28/1975
9780679783183,The Charterhouse of Parma,Stendhal/Richard Howard/Robert Andrew Parker,9/12/2000
9780192839572,The Charterhouse of Parma,Stendhal/Roger Pearson/Margaret Mauldon,12/9/1999
9780345431912,The King of Elfland's Daughter,Lord Dunsany/Neil Gaiman,7/6/1999
9780142437766,In the Land of Time: And Other Fantasy Tales,Lord Dunsany/S.T. Joshi,2/24/2004
9781587150791,Fifty-One Tales,Lord Dunsany/John Gregory Betancourt/Lin Carter,4/1/2002
9780486442174,The Sword of Welleran and Other Stories,Lord Dunsany/Sidney H. Sime,4/1/2005
9781587420245,On the Lines of Morris' Romances: Two Books That Inspired J. R. R. Tolkien-The Wood Beyond the World and the Well at the World's End,William Morris/Michale W. Perry,12/23/2003
9780192835956,Faust  Part One,Johann Wolfgang von Goethe/David  Luke,10/22/1998
9780553213485,Faust  First Part,Johann Wolfgang von Goethe/Peter Salm,7/1/1988
9780192836366,Faust  Part Two,Johann Wolfgang von Goethe/David  Luke,7/22/1999
9780826407078,Nathan the Wise  Minna von Barnhelm  and Other Plays and Writings,Gotthold Ephraim Lessing,12/1/1991
9780761512196,Your First Year in Network Marketing: Overcome Your Fears  Experience Success  and Achieve Your Dreams!,Mark Yarnell/Rene Reid Yarnell/Richard  Poe,1/7/1998
9780300110562,The Wealth of Networks: How Social Production Transforms Markets and Freedom,Yochai Benkler,5/16/2006
9781400075799,War Trash,Ha Jin,5/10/2005
9789571343891,戰廢品,Ha Jin/季思聰,11/1/2005
9780744002355,Zone of the Enders: The 2nd Runner Official Strategy Guide,Tim Bogenn,3/6/2003
9780618680009,The God Delusion,Richard Dawkins,10/18/2006
9780743418171,Good in Bed (Cannie Shapiro  #1),Jennifer Weiner,4/2/2002
9781416535201,The Guy Not Taken: Stories,Jennifer Weiner,9/5/2006
9780743470124,Goodnight Nobody,Jennifer Weiner,5/2/2006
9788420465609,Los diarios de Nanny,Emma McLaughlin/Nicola Kraus,1/1/2003
9780449911839,Davita's Harp,Chaim Potok,8/27/1996
9780441012039,Neuromancer,William Gibson,11/2/2004
9780842313353,Chosen By God: Know God's Perfect Plan for His Glory and His Children,R.C. Sproul,9/21/1994
9780618773558,The Chosen: The Hidden History of Admission and Exclusion at Harvard  Yale  and Princeton,Jerome Karabel,9/8/2006
9780425182871,Chosen Prey (Lucas Davenport  #12),John Sandford,5/1/2002
9780764225215,Chosen But Free,Norman L. Geisler,9/1/2001
